,country,designation,points,price,province,region_1,region_2,variety,winery
663,France,Le Pierrier,points_88,price_35.0,Loire Valley,region_1_Sancerre,region_2_nan,Sauvignon Blanc,Domaine Thomas & Fils
664,US,The Mariner,points_88,price_45.0,California,region_1_Dry Creek Valley,region_2_Sonoma,Meritage,Dry Creek Vineyard
665,US,,points_88,price_30.0,California,region_1_Santa Barbara County,region_2_Central Coast,Grenache,Epiphany
666,France,,points_88,price_26.0,Bordeaux,region_1_Côtes de Bourg,region_2_nan,Bordeaux-style Red Blend,Etienne de Tauriac
667,US,,points_88,price_39.0,California,region_1_Russian River Valley,region_2_Sonoma,Chardonnay,Fog Crest
668,France,Cuvée Silice,points_88,price_25.0,Loire Valley,region_1_Pouilly-Fumé,region_2_nan,Sauvignon Blanc,Francis Blanchet
669,Italy,Mondoca di Bussia,points_88,price_80.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Germano Angelo
670,US,,points_88,price_55.0,California,region_1_Anderson Valley,region_2_Mendocino/Lake Counties,Pinot Noir,Goldeneye
671,US,Estate Vineyard,points_88,price_22.0,California,region_1_Sonoma Coast,region_2_Sonoma,Gewürztraminer,Gundlach Bundschu
672,France,Cuvée C.M.,points_88,price_28.0,Loire Valley,region_1_Sancerre,region_2_nan,Sauvignon Blanc,Jean-Max Roger
673,US,Estate,points_88,price_25.0,California,region_1_Arroyo Grande Valley,region_2_Central Coast,Pinot Noir,Laetitia
674,US,Diversité,points_88,price_48.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Pinot Noir,Le Cadeau
675,US,Estate,points_88,price_19.0,California,region_1_Santa Barbara County,region_2_Central Coast,Viognier,Lucas & Lewellen
676,Croatia,Riserva R5,points_88,price_19.0,North Dalmatia,region_1_nan,region_2_nan,White Blend,Bibich
677,Italy,Villero,points_88,price_77.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Boroli
678,US,Stainless,points_88,price_18.0,California,region_1_Central Coast,region_2_Central Coast,Chardonnay,Chamisal Vineyards
679,France,,points_88,price_25.0,Bordeaux,region_1_Pessac-Léognan,region_2_nan,Bordeaux-style White Blend,Château de Cruzeau
680,France,,points_88,price_nan,Bordeaux,region_1_Pessac-Léognan,region_2_nan,Bordeaux-style White Blend,Château Lafargue
681,France,,points_88,price_nan,Bordeaux,region_1_Pessac-Léognan,region_2_nan,Bordeaux-style White Blend,Château le Sartre
682,France,,points_88,price_18.0,Bordeaux,region_1_Bordeaux Blanc,region_2_nan,Bordeaux-style White Blend,Château Roc de Minvielle
683,US,,points_88,price_18.0,California,region_1_Alexander Valley,region_2_Sonoma,Merlot,Chelsea Goldschmidt
684,France,,points_88,price_nan,Bordeaux,region_1_Pessac-Léognan,region_2_nan,Bordeaux-style White Blend,Clos Marsalette
685,US,Sarah Jane's Block Reserve,points_88,price_65.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Pinot Noir,Coeur de Terre
686,US,Estate Grown,points_88,price_25.0,California,region_1_Carneros,region_2_Napa-Sonoma,Chardonnay,Cuvaison
687,US,Spire,points_88,price_48.0,California,region_1_Carneros-Napa Valley,region_2_Napa,Pinot Noir,Cuvaison
688,France,,points_88,price_20.0,Loire Valley,region_1_Menetou-Salon,region_2_nan,Pinot Noir,Domaine de l'Hermitage
689,Spain,Made With Organic Grapes,points_88,price_11.0,Central Spain,region_1_Vino de la Tierra de Castilla,region_2_nan,Tempranillo,Venta Morales
690,US,Estate Grown,points_90,price_55.0,California,region_1_Moon Mountain District Sonoma County,region_2_Sonoma,Cabernet Sauvignon,Korbin Kameron
691,Spain,Leopardi Brut Nature Gran Reserva,points_90,price_35.0,Catalonia,region_1_Cava,region_2_nan,Sparkling Blend,Llopart
692,Bulgaria,Elenovo Nova Zagora,points_90,price_26.0,Thracian Valley,region_1_nan,region_2_nan,Mavrud,Edoardo Miroglio
693,US,Sangiacomo Green Acres Hill,points_90,price_46.0,California,region_1_Sonoma Coast,region_2_Sonoma,Chardonnay,Eric Kent
694,US,Bien Nacido Vineyard,points_90,price_55.0,California,region_1_Santa Barbara County,region_2_Central Coast,Pinot Noir,Fess Parker
695,US,,points_90,price_30.0,California,region_1_Sta. Rita Hills,region_2_Central Coast,Pinot Noir,Fess Parker
696,US,,points_90,price_25.0,New York,region_1_Finger Lakes,region_2_Finger Lakes,Cabernet Franc,Hazlitt 1852 Vineyards
697,US,Lust,points_90,price_27.0,New York,region_1_Finger Lakes,region_2_Finger Lakes,Pinot Noir,Inspire Moore
698,US,En Hommage,points_90,price_28.0,Washington,region_1_Yakima Valley,region_2_Columbia Valley,Syrah,Kevin White
699,Italy,,points_90,price_62.0,Tuscany,region_1_Brunello di Montalcino,region_2_nan,Sangiovese,La Magia
700,US,,points_90,price_48.0,California,region_1_Sonoma Coast,region_2_Sonoma,Chardonnay,La Pitchoune
701,Italy,,points_90,price_80.0,Tuscany,region_1_Brunello di Montalcino,region_2_nan,Sangiovese,Lazzeretti
702,US,D,points_90,price_36.0,California,region_1_Happy Canyon of Santa Barbara,region_2_Central Coast,Sauvignon Blanc,Margerum
703,US,1105,points_90,price_48.0,California,region_1_Paso Robles,region_2_Central Coast,Red Blend,MCV
704,US,Olivet Lane,points_90,price_60.0,California,region_1_Russian River Valley,region_2_Sonoma,Chardonnay,Merry Edwards
705,Canada,Reserve,points_90,price_24.0,British Columbia,region_1_Okanagan Valley,region_2_nan,Riesling,Mission Hill
706,US,Estate Grown,points_90,price_42.0,California,region_1_Oak Knoll District,region_2_Napa,Cabernet Franc,Monticello Vineyards
707,US,,points_90,price_45.0,California,region_1_Paso Robles,region_2_Central Coast,Sangiovese,Niner
708,US,Nance's Vineyard,points_90,price_39.0,California,region_1_Alexander Valley,region_2_Sonoma,Zinfandel,Ousterhout
709,US,Redwood Ranch,points_90,price_25.0,California,region_1_Alexander Valley,region_2_Sonoma,Sauvignon Blanc,Ousterhout
710,US,Damn Straight,points_90,price_40.0,Washington,region_1_Columbia Valley (WA),region_2_Columbia Valley,Bordeaux-style Red Blend,Plumb Cellars
711,Slovenia,Brutus,points_90,price_40.0,Goriska Brda,region_1_nan,region_2_nan,Ribolla Gialla,Principiano Ferdinando
712,US,,points_90,price_40.0,California,region_1_Santa Clara Valley,region_2_Central Coast,Charbono,Sarah's Vineyard
713,Italy,,points_90,price_60.0,Tuscany,region_1_Brunello di Montalcino,region_2_nan,Sangiovese,SassodiSole
714,Canada,,points_90,price_19.0,British Columbia,region_1_Okanagan Valley,region_2_nan,Pinot Gris,Tinhorn Creek
715,US,,points_90,price_85.0,California,region_1_Mount Veeder,region_2_Napa,Cabernet Sauvignon,V. Sattui
716,Spain,Viña AB Amontillado Seco,points_90,price_26.0,Andalucia,region_1_Jerez,region_2_nan,Palomino,González Byass
717,Italy,Riserva,points_90,price_25.0,Tuscany,region_1_Chianti Classico,region_2_nan,Red Blend,Il Brunone
718,US,,points_90,price_15.0,California,region_1_Dunnigan Hills,region_2_Central Valley,Tempranillo,Matchbook
719,France,,points_90,price_24.0,Rhône Valley,region_1_Tavel,region_2_nan,Rosé,Prieuré de Montézargues
720,US,Harvest,points_86,price_18.0,California,region_1_California,region_2_California Other,Red Blend,The Naked Grape
721,South Africa,Schaapenberg Vineyard Reserve,points_86,price_35.0,Stellenbosch,region_1_nan,region_2_nan,Sauvignon Blanc,Vergelegen
722,Argentina,Brutal,points_86,price_26.0,Mendoza Province,region_1_Mendoza,region_2_nan,Torrontés,Via Revolucionaria
723,Argentina,Familia Navarro Torrre Grand Gold Medal,points_86,price_39.0,Other,region_1_Argentina,region_2_nan,Malbec-Cabernet Sauvignon,Bodega Las Cañitas
724,South Africa,Barrelman's Select,points_86,price_11.0,Western Cape,region_1_nan,region_2_nan,Sauvignon Blanc,Fat Barrel
725,US,Saluté,points_85,price_15.0,California,region_1_Livermore Valley,region_2_Central Coast,Red Blend,Rubino Estates Winery
726,France,Bélingard,points_85,price_9.0,Southwest France,region_1_Bergerac Rosé,region_2_nan,Rosé,Château Bélingard
727,France,Les Petits Clément Merlot Duras,points_85,price_16.0,Southwest France,region_1_Côtes du Tarn,region_2_nan,Red Blend,Château Clément Termes
728,US,,points_85,price_15.0,California,region_1_California,region_2_California Other,Cabernet Sauvignon,Jack's House
729,France,,points_85,price_18.0,Burgundy,region_1_Coteaux Bourguignons,region_2_nan,Pinot Noir-Gamay,Joseph Drouhin
730,Italy,,points_85,price_9.0,Northeastern Italy,region_1_Delle Venezie,region_2_nan,Pinot Nero,Famiglia Cielo
731,Portugal,Oceanus Touriga Nacional-Cabernet Sauvignon,points_85,price_11.0,Tejo,region_1_nan,region_2_nan,Portuguese Red,Fiuza
732,France,Pigmentum Malbec,points_85,price_12.0,Southwest France,region_1_Côtes du Lot,region_2_nan,Rosé,Georges Vigouroux
733,France,Les Terrasses,points_85,price_14.0,Southwest France,region_1_Cahors,region_2_nan,Malbec,Rigal
734,South Africa,,points_85,price_10.0,Western Cape,region_1_nan,region_2_nan,Sauvignon Blanc,Long Neck
735,US,,points_85,price_12.0,California,region_1_California,region_2_California Other,Cabernet Sauvignon,Mirassou
736,US,,points_85,price_18.0,California,region_1_California,region_2_California Other,Merlot,The Naked Grape
737,Argentina,,points_85,price_14.0,Mendoza Province,region_1_Mendoza,region_2_nan,Malbec,The Seeker
738,Italy,Monopolio,points_85,price_10.0,Veneto,region_1_Soave Classico,region_2_nan,Garganega,Cantina di Gambellara
739,Argentina,Nuna Estate,points_85,price_13.0,Mendoza Province,region_1_Mendoza,region_2_nan,White Blend,Chakana
740,Portugal,Encosta da Vinha,points_85,price_10.0,Dão,region_1_nan,region_2_nan,Portuguese Red,Boas Quintas
741,South Africa,Crocodile's Lair Kaaimansgat,points_85,price_20.0,Overberg,region_1_nan,region_2_nan,Chardonnay,Bouchard Finlayson
742,Argentina,Eggo Tinta de Tiza,points_85,price_30.0,Mendoza Province,region_1_Tupungato,region_2_nan,Bordeaux-style Red Blend,Zorzal
743,Spain,Colección Vivanco Dulce de Invierno Late Harvest,points_85,price_50.0,Northern Spain,region_1_Rioja,region_2_nan,Red Blend,Vivanco
744,South Africa,The Game Reserve,points_85,price_16.0,Robertson,region_1_nan,region_2_nan,Sauvignon Blanc,Graham Beck
745,France,Bastide de Beauvert,points_85,price_11.0,Rhône Valley,region_1_Côtes du Rhône,region_2_nan,Rhône-style Red Blend,Les Vignobles Foncalieu
746,Argentina,Cruzat Brut Rosé Méthodo Tradicional,points_85,price_15.0,Mendoza Province,region_1_Valle de Uco,region_2_nan,Sparkling Blend,Cruzat
747,US,Cross Creek Vineyard,points_85,price_65.0,California,region_1_Moon Mountain District Sonoma County,region_2_Sonoma,Cabernet Sauvignon,Spann Vineyards
748,Bulgaria,Veni Vidi Vici,points_85,price_9.0,Thracian Valley,region_1_nan,region_2_nan,Chardonnay,Vini
749,Israel,Admon Vineyard,points_85,price_30.0,Galilee,region_1_nan,region_2_nan,Chardonnay,Carmel
750,France,Château de Rouffiac Séduction,points_89,price_nan,Southwest France,region_1_Cahors,region_2_nan,Malbec,Château Bovila
751,Spain,Herència del Padrí,points_89,price_26.0,Catalonia,region_1_Priorat,region_2_nan,Red Blend,Bernard Magrez
752,US,,points_89,price_20.0,California,region_1_Yountville,region_2_Napa,Chardonnay,Hoopla
753,US,La Presa Vineyard,points_89,price_25.0,California,region_1_Santa Ynez Valley,region_2_Central Coast,Riesling,Kaena
754,US,Bien Nacido,points_89,price_36.0,California,region_1_Santa Maria Valley,region_2_Central Coast,Chardonnay,La Fenêtre
755,France,La Demoiselle de Laballe,points_89,price_14.0,Southwest France,region_1_Côtes de Gascogne,region_2_nan,Gros Manseng,Laudet
756,US,,points_89,price_36.0,California,region_1_Santa Ynez Valley,region_2_Central Coast,Tempranillo,Longoria
757,Italy,Ad Astra,points_89,price_23.0,Tuscany,region_1_Toscana,region_2_nan,Red Blend,Nittardi
758,US,,points_89,price_30.0,California,region_1_Paso Robles,region_2_Central Coast,Petit Verdot,Opaque
759,Italy,Oliviero Toscani,points_89,price_28.0,Tuscany,region_1_Toscana,region_2_nan,Red Blend,OT
760,Chile,,points_89,price_20.0,Maipo Valley,region_1_nan,region_2_nan,Cabernet Sauvignon,Primus
761,US,The Truant,points_89,price_36.0,California,region_1_Sierra Foothills,region_2_Sierra Foothills,G-S-M,Prospect 772
762,US,Reserve Rêve Estate,points_89,price_45.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Pinot Noir,Provincial Vineyards
763,US,,points_89,price_20.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Pinot Gris,Raptor Ridge
764,Chile,,points_89,price_20.0,Casablanca Valley,region_1_nan,region_2_nan,Pinot Noir,Ritual
765,Italy,Cerviolo,points_89,price_45.0,Tuscany,region_1_Toscana,region_2_nan,Red Blend,San Fabiano Calcinaia
766,Chile,1865 Single Vineyard,points_89,price_20.0,Cachapoal Valley,region_1_nan,region_2_nan,Syrah,San Pedro
767,US,Grande Cuvée,points_89,price_28.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Pinot Noir,Soléna
768,US,,points_89,price_42.0,California,region_1_Santa Ynez Valley,region_2_Central Coast,Syrah,Sunstone
769,Italy,Scipio,points_89,price_110.0,Tuscany,region_1_Toscana,region_2_nan,Cabernet Franc,Tenuta Sette Cieli
770,Chile,La Capilla Single Vineyard,points_89,price_25.0,Colchagua Valley,region_1_nan,region_2_nan,Cabernet Sauvignon,Viu Manent
771,US,,points_89,price_14.0,Oregon,region_1_Oregon,region_2_Oregon Other,Riesling,A to Z
772,US,Grenache,points_89,price_18.0,Oregon,region_1_Umpqua Valley,region_2_Southern Oregon,Rosé,Abacela
773,US,Faith,points_89,price_39.0,California,region_1_California,region_2_California Other,Red Blend,Aver Family Vineyards
774,Italy,I Sodi di San Niccolò,points_89,price_90.0,Tuscany,region_1_Toscana,region_2_nan,Red Blend,Castellare di Castellina
775,Portugal,Alma Grande Reserva,points_89,price_18.0,Douro,region_1_nan,region_2_nan,Portuguese Red,Caves Velhas
776,Portugal,D. Fuas Reserva,points_89,price_7.0,Terras do Dão,region_1_nan,region_2_nan,Portuguese Red,Caves Velhas
777,Portugal,Magna Carta Reserva,points_89,price_17.0,Alentejano,region_1_nan,region_2_nan,Portuguese Red,Caves Velhas
778,Chile,Justo,points_89,price_17.0,Leyda Valley,region_1_nan,region_2_nan,Sauvignon Blanc,Claro
779,France,CSV,points_89,price_20.0,Southwest France,region_1_Côtes du Lot,region_2_nan,White Blend,Clos Troteligotte
780,Italy,,points_87,price_50.0,Tuscany,region_1_Brunello di Montalcino,region_2_nan,Sangiovese,Corte dei Venti
781,Italy,Tradizione,points_87,price_87.0,Tuscany,region_1_Brunello di Montalcino,region_2_nan,Sangiovese,Tenuta Vitanza
782,US,Copeland Vineayard,points_87,price_28.0,Washington,region_1_Yakima Valley,region_2_Columbia Valley,Cabernet Sauvignon,Two Mountain
783,Italy,Firma Riserva,points_87,price_nan,Tuscany,region_1_Brunello di Montalcino,region_2_nan,Sangiovese,Tenuta Vitanza
784,US,Intrepide,points_87,price_36.0,Washington,region_1_Columbia Valley (WA),region_2_Columbia Valley,Bordeaux-style Red Blend,Ott & Murphy
785,France,,points_87,price_nan,Bordeaux,region_1_Pessac-Léognan,region_2_nan,Bordeaux-style Red Blend,Château Gazin Rocquencourt
786,France,,points_87,price_nan,Bordeaux,region_1_Graves,region_2_nan,Bordeaux-style White Blend,Château Haut Selve
787,France,Les Hauts de Larrivet Haut-Brion,points_87,price_35.0,Bordeaux,region_1_Pessac-Léognan,region_2_nan,Bordeaux-style Red Blend,Château Larrivet Haut-Brion
788,France,,points_87,price_nan,Bordeaux,region_1_Pessac-Léognan,region_2_nan,Bordeaux-style Red Blend,Château Luchey-Halde
789,France,Dame de Coeur,points_87,price_30.0,Bordeaux,region_1_Bordeaux Supérieur,region_2_nan,Bordeaux-style Red Blend,Château Peyfaures
790,US,Serres Ranch,points_87,price_28.0,California,region_1_Sonoma Valley,region_2_Sonoma,Bordeaux-style Red Blend,Highway 12
791,Italy,Greppicante,points_87,price_20.0,Tuscany,region_1_Bolgheri,region_2_nan,Red Blend,I Greppi
792,US,,points_87,price_18.0,California,region_1_Amador County,region_2_Sierra Foothills,Primitivo,Drytown
793,US,Syzygy,points_87,price_32.0,California,region_1_Livermore Valley,region_2_Central Coast,Red Blend,Entropy Cellars
794,US,Canoe Ridge Vineyard,points_87,price_28.0,Washington,region_1_Horse Heaven Hills,region_2_Columbia Valley,Merlot,Chateau Ste. Michelle
795,France,,points_87,price_nan,Bordeaux,region_1_Médoc,region_2_nan,Bordeaux-style Red Blend,Château Taffard de Blaignan
796,US,Cockburn Ranch Vineyard,points_87,price_26.0,Washington,region_1_Walla Walla Valley (WA),region_2_Columbia Valley,Syrah,College Cellars
797,US,Estate,points_87,price_32.0,California,region_1_Calistoga,region_2_Napa,Sauvignon Blanc,Coquerel Family Wine Estates
798,US,Bogle Vineyards,points_87,price_11.0,California,region_1_California,region_2_California Other,Cabernet Sauvignon,Bogle
799,US,Reserve Nellie Mae,points_87,price_26.0,Washington,region_1_Columbia Valley (WA),region_2_Columbia Valley,Rhône-style White Blend,Cairdeas
800,US,Lot 423,points_87,price_19.0,California,region_1_Napa Valley,region_2_Napa,Syrah,Cameron Hughes
801,US,Amatino,points_87,price_22.0,Idaho,region_1_nan,region_2_nan,Red Blend,Fujishin
802,US,Bona Vita,points_87,price_28.0,Washington,region_1_Columbia Valley (WA),region_2_Columbia Valley,Bordeaux-style Red Blend,Hamilton
803,US,Buttner Vineyard,points_87,price_28.0,California,region_1_Livermore Valley,region_2_Central Coast,Pinot Blanc,Las Positas
804,US,,points_87,price_20.0,California,region_1_Paso Robles,region_2_Central Coast,Zinfandel,Maddalena
805,US,Cellar 1879 Blend,points_87,price_25.0,California,region_1_Napa Valley,region_2_Napa,Red Blend,Markham
806,US,,points_87,price_16.0,New York,region_1_Finger Lakes,region_2_Finger Lakes,Chardonnay,Rooster Hill
807,US,Estate,points_87,price_18.0,New York,region_1_Finger Lakes,region_2_Finger Lakes,Gewürztraminer,Rooster Hill
808,US,Block 007 Estate Vineyard,points_87,price_25.0,California,region_1_Dry Creek Valley,region_2_Sonoma,Cabernet Sauvignon,Pedroncelli
809,France,Mission St Vincent Réserve,points_87,price_10.0,Bordeaux,region_1_Bordeaux,region_2_nan,Bordeaux-style Red Blend,Producta Vignobles
810,Italy,Bianco Dry,points_90,price_22.0,Sicily & Sardinia,region_1_Noto,region_2_nan,Moscato,Planeta
811,Greece,,points_90,price_20.0,Santorini,region_1_nan,region_2_nan,Assyrtiko,Santo Wines
812,US,Guadalupe Vineyard,points_90,price_48.0,Oregon,region_1_Dundee Hills,region_2_Willamette Valley,Pinot Noir,Soléna
813,US,,points_90,price_30.0,California,region_1_Napa Valley,region_2_Napa,Chardonnay,Stags' Leap Winery
814,Italy,Belsito,points_90,price_nan,Sicily & Sardinia,region_1_Vittoria,region_2_nan,Frappato,Terre di Giurfo
815,France,Bastion Premier Cru,points_90,price_59.0,Burgundy,region_1_Beaune,region_2_nan,Chardonnay,Chanson Père et Fils
816,France,Rosenberg,points_90,price_24.0,Alsace,region_1_Alsace,region_2_nan,Sylvaner,Domaine Barmès-Buecher
817,France,Clos de Jeu,points_90,price_nan,Burgundy,region_1_Marsannay,region_2_nan,Pinot Noir,Domaine Collotte
818,France,L'Aplomb,points_90,price_20.0,Alsace,region_1_Alsace,region_2_nan,White Blend,Domaine Rieflé-Landmann
819,France,Réserve,points_90,price_20.0,Alsace,region_1_Alsace,region_2_nan,Pinot Blanc,Domaine Weinbach
820,Italy,Laluci,points_90,price_nan,Sicily & Sardinia,region_1_Sicilia,region_2_nan,White Blend,Baglio del Cristo di Campobello
821,US,,points_90,price_18.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Pinot Gris,Elizabeth Chambers
822,US,Circle S Vineyard,points_90,price_70.0,California,region_1_Napa Valley,region_2_Napa,Cabernet Sauvignon,Tetra
823,US,Dry,points_90,price_25.0,California,region_1_Oak Knoll District,region_2_Napa,Riesling,Trefethen
824,Italy,Rosato,points_90,price_36.0,Sicily & Sardinia,region_1_Etna,region_2_nan,Nerello Mascalese,Girolamo Russo
825,Australia,The Dead Arm,points_90,price_65.0,South Australia,region_1_McLaren Vale,region_2_nan,Shiraz,D'Arenberg
826,US,,points_90,price_42.0,California,region_1_Napa Valley,region_2_Napa,Merlot,Herencia
827,US,Symphonia,points_90,price_50.0,California,region_1_Napa Valley,region_2_Napa,Cabernet Sauvignon,Levendi
828,US,,points_90,price_28.0,California,region_1_Mendocino County,region_2_Mendocino/Lake Counties,Negroamaro,Monte Volpe
829,US,Estate,points_90,price_22.0,California,region_1_Amador County,region_2_Sierra Foothills,Mourvèdre,Morse
830,US,"Estate Grown, Produced and Bottled",points_90,price_26.0,California,region_1_Sierra Foothills,region_2_Sierra Foothills,Barbera,Naggiar
831,US,Howell Mountain,points_90,price_80.0,California,region_1_Napa Valley,region_2_Napa,Red Blend,Paraduxx
832,US,,points_90,price_28.0,California,region_1_Amador County,region_2_Sierra Foothills,Tempranillo,Renwood
833,Chile,Amplus One,points_90,price_24.0,Peumo,region_1_nan,region_2_nan,Red Blend,Santa Ema
834,Spain,Reserva,points_90,price_21.0,Northern Spain,region_1_Rioja,region_2_nan,Tempranillo Blend,Beronia
835,US,Version Red Anna's Vineyard Reserve,points_90,price_50.0,California,region_1_Adelaida District,region_2_Central Coast,Rhône-style Red Blend,Adelaida Cellars
836,US,Bailey Ranch Riserva,points_90,price_40.0,California,region_1_Adelaida District,region_2_Central Coast,Zinfandel,Bella Luna
837,US,Made with Organically Grown Grapes,points_90,price_22.0,California,region_1_Sierra Foothills,region_2_Sierra Foothills,Syrah,Chacewater
838,Germany,Thanisch Kabinett,points_90,price_30.0,Mosel,region_1_nan,region_2_nan,Riesling,Dr. H. Thanisch (Erben Thanisch)
839,US,Del Arroyo Vineyard,points_90,price_50.0,California,region_1_Livermore Valley,region_2_Central Coast,Cabernet Franc,Occasio
840,US,Estate Grown,points_90,price_55.0,California,region_1_Moon Mountain District Sonoma County,region_2_Sonoma,Cabernet Sauvignon,Korbin Kameron
841,Spain,Leopardi Brut Nature Gran Reserva,points_90,price_35.0,Catalonia,region_1_Cava,region_2_nan,Sparkling Blend,Llopart
842,US,Topaz Impérial Rosé,points_90,price_37.0,New York,region_1_North Fork of Long Island,region_2_Long Island,Champagne Blend,Sparkling Pointe
843,US,Stymie Founder's Reserve,points_90,price_42.0,California,region_1_Lake County,region_2_Mendocino/Lake Counties,Merlot,Steele
844,Spain,Brut Reserva Special Edition,points_90,price_25.0,Catalonia,region_1_Cava,region_2_nan,Sparkling Blend,Torelló
845,US,,points_90,price_60.0,California,region_1_Oak Knoll District,region_2_Napa,Cabernet Sauvignon,Trefethen
846,US,,points_90,price_27.0,New York,region_1_Finger Lakes,region_2_Finger Lakes,Pinot Noir,Anthony Road
847,France,En Pimont,points_90,price_45.0,Burgundy,region_1_Chassagne-Montrachet,region_2_nan,Chardonnay,Au Pied du Mont Chauve
848,France,Vieilles Vignes,points_90,price_20.0,Loire Valley,region_1_Cour-Cheverny,region_2_nan,Romorantin,Benoît Daridan
849,France,,points_90,price_nan,Loire Valley,region_1_Sancerre,region_2_nan,Sauvignon Blanc,Benoît Girard
850,US,Geza's Selection,points_90,price_48.0,California,region_1_Sonoma Coast,region_2_Sonoma,Pinot Noir,Buena Vista
851,Canada,,points_90,price_38.0,British Columbia,region_1_Okanagan Valley,region_2_nan,Syrah,Burrowing Owl
852,Bulgaria,Nimbus Premium,points_90,price_28.0,Thracian Valley,region_1_nan,region_2_nan,Syrah,Castra Rubra
853,France,Les Brunettes et Planchots,points_90,price_80.0,Burgundy,region_1_Aloxe-Corton,region_2_nan,Pinot Noir,Château de Santenay
854,France,,points_90,price_19.0,Loire Valley,region_1_Pouilly-Fumé,region_2_nan,Sauvignon Blanc,Château Favray
855,US,The Diva,points_90,price_45.0,California,region_1_Santa Lucia Highlands,region_2_Central Coast,Pinot Noir,Chateau Lettau
856,Italy,,points_90,price_56.0,Tuscany,region_1_Brunello di Montalcino,region_2_nan,Sangiovese,Corte dei Venti
857,France,,points_90,price_24.0,Rhône Valley,region_1_Tavel,region_2_nan,Rosé,Prieuré de Montézargues
858,Spain,Lapola,points_90,price_36.0,Galicia,region_1_Ribeira Sacra,region_2_nan,Godello,Dominio Do Bibei
859,Spain,Viña AB Amontillado Seco,points_90,price_26.0,Andalucia,region_1_Jerez,region_2_nan,Palomino,González Byass
860,Italy,Riserva,points_90,price_25.0,Tuscany,region_1_Chianti Classico,region_2_nan,Red Blend,Il Brunone
861,US,,points_90,price_15.0,California,region_1_Dunnigan Hills,region_2_Central Valley,Tempranillo,Matchbook
862,Italy,Riserva,points_90,price_22.0,Tuscany,region_1_Chianti Classico,region_2_nan,Sangiovese,Luiano
863,Italy,,points_90,price_20.0,Tuscany,region_1_Chianti Classico,region_2_nan,Red Blend,Villa Mangiacane
864,Spain,Valcortes Crianza,points_90,price_30.0,Northern Spain,region_1_Rioja,region_2_nan,Tempranillo,Maset del Lleó
865,Italy,Riserva,points_90,price_30.0,Tuscany,region_1_Vino Nobile di Montepulciano,region_2_nan,Red Blend,Salcheto
866,Italy,,points_90,price_18.0,Tuscany,region_1_Chianti Classico,region_2_nan,Red Blend,Vignavecchia
867,Italy,Il Palei,points_90,price_22.0,Tuscany,region_1_Chianti Classico,region_2_nan,Sangiovese,Villa a Sesta
868,Italy,Riserva,points_90,price_28.0,Tuscany,region_1_Chianti Classico,region_2_nan,Red Blend,Castello della Paneretta
869,US,Reserve,points_90,price_40.0,California,region_1_Paso Robles,region_2_Central Coast,Cabernet Sauvignon,EOS
870,US,Collaboration Series,points_92,price_35.0,Washington,region_1_Red Mountain,region_2_Columbia Valley,Viognier,Force Majeure
871,US,Fort Ross Vineyard,points_92,price_44.0,California,region_1_Fort Ross-Seaview,region_2_Sonoma,Chardonnay,Fort Ross
872,US,Nielson Vineyard,points_92,price_32.0,California,region_1_Santa Maria Valley,region_2_Central Coast,Chardonnay,Byron
873,Chile,Edición Limitada B,points_92,price_30.0,Colchagua Valley,region_1_nan,region_2_nan,Bordeaux-style Red Blend,Caliterra
874,Italy,Maria di Brun,points_92,price_113.0,Piedmont,region_1_Barbaresco,region_2_nan,Nebbiolo,Ca'Romè
875,France,Vignoble d'E,points_92,price_30.0,Alsace,region_1_Alsace,region_2_nan,Riesling,Domaine Ostertag
876,Italy,Vigna del Gris,points_92,price_92.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Conterno Fantino
877,Italy,Leon Riserva,points_92,price_75.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Rivetto
878,US,Bedrock Vineyard,points_92,price_50.0,California,region_1_Sonoma Valley,region_2_Sonoma,Zinfandel,Robert Biale
879,US,Estate Bottled,points_92,price_27.0,California,region_1_Arroyo Grande Valley,region_2_Central Coast,Chardonnay,Talley
880,Italy,Cuvée Giulio I,points_92,price_49.0,Piedmont,region_1_Alta Langa,region_2_nan,Pinot Nero,Tosti
881,Italy,,points_92,price_19.0,Piedmont,region_1_Barbaresco,region_2_nan,Nebbiolo,Veglio
882,Portugal,Seleção do Enólogo,points_92,price_11.0,Dão,region_1_nan,region_2_nan,Portuguese Red,Pedra Cancela
883,Portugal,Vale de Cavalos,points_92,price_44.0,Douro,region_1_nan,region_2_nan,Portuguese Red,Poças
884,France,Schlossberg Grand Cru,points_92,price_24.0,Alsace,region_1_Alsace,region_2_nan,Riesling,Joseph Fritsch
885,US,Late Harvest,points_92,price_15.0,Washington,region_1_Columbia Valley (WA),region_2_Columbia Valley,Riesling,Kiona
